"id","penguin","island","sex","measurement","size"
261,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
261,"Pygoscelis papua","Biscoe","female","body_mass_g",3950
261,"Pygoscelis papua","Biscoe","female","year",2008
262,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.6
262,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16
262,"Pygoscelis papua","Biscoe","male","flipper_length_mm",225
262,"Pygoscelis papua","Biscoe","male","body_mass_g",5700
262,"Pygoscelis papua","Biscoe","male","year",2008
263,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.3
263,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
263,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
263,"Pygoscelis papua","Biscoe","female","body_mass_g",4300
263,"Pygoscelis papua","Biscoe","female","year",2008
264,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.6
264,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15
264,"Pygoscelis papua","Biscoe","male","flipper_length_mm",216
264,"Pygoscelis papua","Biscoe","male","body_mass_g",4750
264,"Pygoscelis papua","Biscoe","male","year",2008
265,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.5
265,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.9
265,"Pygoscelis papua","Biscoe","male","flipper_length_mm",222
265,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
265,"Pygoscelis papua","Biscoe","male","year",2008
266,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.6
266,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.9
266,"Pygoscelis papua","Biscoe","female","flipper_length_mm",217
266,"Pygoscelis papua","Biscoe","female","body_mass_g",4900
266,"Pygoscelis papua","Biscoe","female","year",2008
267,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.5
267,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.9
267,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
267,"Pygoscelis papua","Biscoe","female","body_mass_g",4200
267,"Pygoscelis papua","Biscoe","female","year",2008
268,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.5
268,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.9
268,"Pygoscelis papua","Biscoe","male","flipper_length_mm",225
268,"Pygoscelis papua","Biscoe","male","body_mass_g",5400
268,"Pygoscelis papua","Biscoe","male","year",2008
269,"Pygoscelis papua","Biscoe","female","bill_length_mm",44.9
269,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.3
269,"Pygoscelis papua","Biscoe","female","flipper_length_mm",213
269,"Pygoscelis papua","Biscoe","female","body_mass_g",5100
269,"Pygoscelis papua","Biscoe","female","year",2008
270,"Pygoscelis papua","Biscoe","male","bill_length_mm",45.2
270,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.8
270,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
270,"Pygoscelis papua","Biscoe","male","body_mass_g",5300
270,"Pygoscelis papua","Biscoe","male","year",2008
271,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.6
271,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.2
271,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
271,"Pygoscelis papua","Biscoe","female","body_mass_g",4850
271,"Pygoscelis papua","Biscoe","female","year",2008
272,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.5
272,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.1
272,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
272,"Pygoscelis papua","Biscoe","male","body_mass_g",5300
272,"Pygoscelis papua","Biscoe","male","year",2008
273,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.1
273,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.4
273,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
273,"Pygoscelis papua","Biscoe","female","body_mass_g",4400
273,"Pygoscelis papua","Biscoe","female","year",2008
274,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.1
274,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15
274,"Pygoscelis papua","Biscoe","male","flipper_length_mm",225
274,"Pygoscelis papua","Biscoe","male","body_mass_g",5000
274,"Pygoscelis papua","Biscoe","male","year",2008
275,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.5
275,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.4
275,"Pygoscelis papua","Biscoe","female","flipper_length_mm",217
275,"Pygoscelis papua","Biscoe","female","body_mass_g",4900
275,"Pygoscelis papua","Biscoe","female","year",2008
276,"Pygoscelis papua","Biscoe","male","bill_length_mm",45
276,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.4
276,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
276,"Pygoscelis papua","Biscoe","male","body_mass_g",5050
276,"Pygoscelis papua","Biscoe","male","year",2008
277,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.8
277,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.9
277,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
277,"Pygoscelis papua","Biscoe","female","body_mass_g",4300
277,"Pygoscelis papua","Biscoe","female","year",2008
278,"Pygoscelis papua","Biscoe","male","bill_length_mm",45.5
278,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15
278,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
278,"Pygoscelis papua","Biscoe","male","body_mass_g",5000
278,"Pygoscelis papua","Biscoe","male","year",2008
279,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.2
279,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
279,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
279,"Pygoscelis papua","Biscoe","female","body_mass_g",4450
279,"Pygoscelis papua","Biscoe","female","year",2008
280,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.4
280,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.3
280,"Pygoscelis papua","Biscoe","male","flipper_length_mm",224
280,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
280,"Pygoscelis papua","Biscoe","male","year",2008
281,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.3
281,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.8
281,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
281,"Pygoscelis papua","Biscoe","female","body_mass_g",4200
281,"Pygoscelis papua","Biscoe","female","year",2008
282,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.2
282,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.9
282,"Pygoscelis papua","Biscoe","male","flipper_length_mm",221
282,"Pygoscelis papua","Biscoe","male","body_mass_g",5300
282,"Pygoscelis papua","Biscoe","male","year",2008
283,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.7
283,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.9
283,"Pygoscelis papua","Biscoe","female","flipper_length_mm",214
283,"Pygoscelis papua","Biscoe","female","body_mass_g",4400
283,"Pygoscelis papua","Biscoe","female","year",2008
284,"Pygoscelis papua","Biscoe","male","bill_length_mm",54.3
284,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.7
284,"Pygoscelis papua","Biscoe","male","flipper_length_mm",231
284,"Pygoscelis papua","Biscoe","male","body_mass_g",5650
284,"Pygoscelis papua","Biscoe","male","year",2008
285,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.8
285,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.2
285,"Pygoscelis papua","Biscoe","female","flipper_length_mm",219
285,"Pygoscelis papua","Biscoe","female","body_mass_g",4700
285,"Pygoscelis papua","Biscoe","female","year",2008
286,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.8
286,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.8
286,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
286,"Pygoscelis papua","Biscoe","male","body_mass_g",5700
286,"Pygoscelis papua","Biscoe","male","year",2008
287,"Pygoscelis papua","Biscoe",NA,"bill_length_mm",46.2
287,"Pygoscelis papua","Biscoe",NA,"bill_depth_mm",14.4
287,"Pygoscelis papua","Biscoe",NA,"flipper_length_mm",214
287,"Pygoscelis papua","Biscoe",NA,"body_mass_g",4650
287,"Pygoscelis papua","Biscoe",NA,"year",2008
288,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.5
288,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.2
288,"Pygoscelis papua","Biscoe","male","flipper_length_mm",229
288,"Pygoscelis papua","Biscoe","male","body_mass_g",5800
288,"Pygoscelis papua","Biscoe","male","year",2008
289,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.5
289,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.2
289,"Pygoscelis papua","Biscoe","female","flipper_length_mm",220
289,"Pygoscelis papua","Biscoe","female","body_mass_g",4700
289,"Pygoscelis papua","Biscoe","female","year",2008
290,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.7
290,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15
290,"Pygoscelis papua","Biscoe","male","flipper_length_mm",223
290,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
290,"Pygoscelis papua","Biscoe","male","year",2008
291,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.7
291,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15
291,"Pygoscelis papua","Biscoe","female","flipper_length_mm",216
291,"Pygoscelis papua","Biscoe","female","body_mass_g",4750
291,"Pygoscelis papua","Biscoe","female","year",2008
292,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.4
292,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.6
292,"Pygoscelis papua","Biscoe","male","flipper_length_mm",221
292,"Pygoscelis papua","Biscoe","male","body_mass_g",5000
292,"Pygoscelis papua","Biscoe","male","year",2008
293,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.2
293,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.6
293,"Pygoscelis papua","Biscoe","male","flipper_length_mm",221
293,"Pygoscelis papua","Biscoe","male","body_mass_g",5100
293,"Pygoscelis papua","Biscoe","male","year",2008
294,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.5
294,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.8
294,"Pygoscelis papua","Biscoe","female","flipper_length_mm",217
294,"Pygoscelis papua","Biscoe","female","body_mass_g",5200
294,"Pygoscelis papua","Biscoe","female","year",2008
295,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.4
295,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15
295,"Pygoscelis papua","Biscoe","female","flipper_length_mm",216
295,"Pygoscelis papua","Biscoe","female","body_mass_g",4700
295,"Pygoscelis papua","Biscoe","female","year",2008
296,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.6
296,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16
296,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
296,"Pygoscelis papua","Biscoe","male","body_mass_g",5800
296,"Pygoscelis papua","Biscoe","male","year",2008
297,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.5
297,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.2
297,"Pygoscelis papua","Biscoe","female","flipper_length_mm",209
297,"Pygoscelis papua","Biscoe","female","body_mass_g",4600
297,"Pygoscelis papua","Biscoe","female","year",2008
298,"Pygoscelis papua","Biscoe","male","bill_length_mm",51.1
298,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.3
298,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
298,"Pygoscelis papua","Biscoe","male","body_mass_g",6000
298,"Pygoscelis papua","Biscoe","male","year",2008
299,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.2
299,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.8
299,"Pygoscelis papua","Biscoe","female","flipper_length_mm",215
299,"Pygoscelis papua","Biscoe","female","body_mass_g",4750
299,"Pygoscelis papua","Biscoe","female","year",2008
300,"Pygoscelis papua","Biscoe","male","bill_length_mm",45.2
300,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.4
300,"Pygoscelis papua","Biscoe","male","flipper_length_mm",223
300,"Pygoscelis papua","Biscoe","male","body_mass_g",5950
300,"Pygoscelis papua","Biscoe","male","year",2008
301,"Pygoscelis papua","Biscoe","female","bill_length_mm",49.1
301,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
301,"Pygoscelis papua","Biscoe","female","flipper_length_mm",212
301,"Pygoscelis papua","Biscoe","female","body_mass_g",4625
301,"Pygoscelis papua","Biscoe","female","year",2009
302,"Pygoscelis papua","Biscoe","male","bill_length_mm",52.5
302,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.6
302,"Pygoscelis papua","Biscoe","male","flipper_length_mm",221
302,"Pygoscelis papua","Biscoe","male","body_mass_g",5450
302,"Pygoscelis papua","Biscoe","male","year",2009
303,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.4
303,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.6
303,"Pygoscelis papua","Biscoe","female","flipper_length_mm",212
303,"Pygoscelis papua","Biscoe","female","body_mass_g",4725
303,"Pygoscelis papua","Biscoe","female","year",2009
304,"Pygoscelis papua","Biscoe","male","bill_length_mm",50
304,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.9
304,"Pygoscelis papua","Biscoe","male","flipper_length_mm",224
304,"Pygoscelis papua","Biscoe","male","body_mass_g",5350
304,"Pygoscelis papua","Biscoe","male","year",2009
305,"Pygoscelis papua","Biscoe","female","bill_length_mm",44.9
305,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.8
305,"Pygoscelis papua","Biscoe","female","flipper_length_mm",212
305,"Pygoscelis papua","Biscoe","female","body_mass_g",4750
305,"Pygoscelis papua","Biscoe","female","year",2009
306,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.8
306,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17.3
306,"Pygoscelis papua","Biscoe","male","flipper_length_mm",228
306,"Pygoscelis papua","Biscoe","male","body_mass_g",5600
306,"Pygoscelis papua","Biscoe","male","year",2009
307,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.4
307,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.4
307,"Pygoscelis papua","Biscoe","female","flipper_length_mm",218
307,"Pygoscelis papua","Biscoe","female","body_mass_g",4600
307,"Pygoscelis papua","Biscoe","female","year",2009
308,"Pygoscelis papua","Biscoe","male","bill_length_mm",51.3
308,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.2
308,"Pygoscelis papua","Biscoe","male","flipper_length_mm",218
308,"Pygoscelis papua","Biscoe","male","body_mass_g",5300
308,"Pygoscelis papua","Biscoe","male","year",2009
309,"Pygoscelis  papua","Biscoe","female","bill_length_mm",47.5
309,"Pygoscelis  papua","Biscoe","female","bill_depth_mm",14
309,"Pygoscelis  papua","Biscoe","female","flipper_length_mm",212
309,"Pygoscelis  papua","Biscoe","female","body_mass_g",4875
309,"Pygoscelis  papua","Biscoe","female","year",2009
310,"Pygoscelis papua","Biscoe","male","bill_length_mm",52.1
310,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17
310,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
310,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
310,"Pygoscelis papua","Biscoe","male","year",2009
311,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.5
311,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15
311,"Pygoscelis papua","Biscoe","female","flipper_length_mm",218
311,"Pygoscelis papua","Biscoe","female","body_mass_g",4950
311,"Pygoscelis papua","Biscoe","female","year",2009
312,"Pygoscelis papua","Biscoe","male","bill_length_mm",52.2
312,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17.1
312,"Pygoscelis papua","Biscoe","male","flipper_length_mm",228
312,"Pygoscelis papua","Biscoe","male","body_mass_g",5400
312,"Pygoscelis papua","Biscoe","male","year",2009
313,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.5
313,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
313,"Pygoscelis papua","Biscoe","female","flipper_length_mm",212
313,"Pygoscelis papua","Biscoe","female","body_mass_g",4750
313,"Pygoscelis papua","Biscoe","female","year",2009
314,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.5
314,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.1
314,"Pygoscelis papua","Biscoe","male","flipper_length_mm",224
314,"Pygoscelis papua","Biscoe","male","body_mass_g",5650
314,"Pygoscelis papua","Biscoe","male","year",2009
315,"Pygoscelis papua","Biscoe","female","bill_length_mm",44.5
315,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.7
315,"Pygoscelis papua","Biscoe","female","flipper_length_mm",214
315,"Pygoscelis papua","Biscoe","female","body_mass_g",4850
315,"Pygoscelis papua","Biscoe","female","year",2009
316,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.8
316,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.7
316,"Pygoscelis papua","Biscoe","male","flipper_length_mm",226
316,"Pygoscelis papua","Biscoe","male","body_mass_g",5200
316,"Pygoscelis papua","Biscoe","male","year",2009
317,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.4
317,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.8
317,"Pygoscelis papua","Biscoe","male","flipper_length_mm",216
317,"Pygoscelis papua","Biscoe","male","body_mass_g",4925
317,"Pygoscelis papua","Biscoe","male","year",2009
318,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.9
318,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.6
318,"Pygoscelis papua","Biscoe","female","flipper_length_mm",222
318,"Pygoscelis papua","Biscoe","female","body_mass_g",4875
318,"Pygoscelis papua","Biscoe","female","year",2009
319,"Pygoscelis papua","Biscoe","female","bill_length_mm",48.4
319,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.4
319,"Pygoscelis papua","Biscoe","female","flipper_length_mm",203
319,"Pygoscelis papua","Biscoe","female","body_mass_g",4625
319,"Pygoscelis papua","Biscoe","female","year",2009
320,"Pygoscelis papua","Biscoe","male","bill_length_mm",51.1
320,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.5
320,"Pygoscelis papua","Biscoe","male","flipper_length_mm",225
320,"Pygoscelis papua","Biscoe","male","body_mass_g",5250
320,"Pygoscelis papua","Biscoe","male","year",2009
321,"Pygoscelis papua","Biscoe","female","bill_length_mm",48.5
321,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15
321,"Pygoscelis papua","Biscoe","female","flipper_length_mm",219
321,"Pygoscelis papua","Biscoe","female","body_mass_g",4850
321,"Pygoscelis papua","Biscoe","female","year",2009
322,"Pygoscelis papua","Biscoe","male","bill_length_mm",55.9
322,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17
322,"Pygoscelis papua","Biscoe","male","flipper_length_mm",228
322,"Pygoscelis papua","Biscoe","male","body_mass_g",5600
322,"Pygoscelis papua","Biscoe","male","year",2009
323,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.2
323,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15.5
323,"Pygoscelis papua","Biscoe","female","flipper_length_mm",215
323,"Pygoscelis papua","Biscoe","female","body_mass_g",4975
323,"Pygoscelis papua","Biscoe","female","year",2009
324,"Pygoscelis papa","Biscoe","male","bill_length_mm",49.1
324,"Pygoscelis papa","Biscoe","male","bill_depth_mm",15
324,"Pygoscelis papa","Biscoe","male","flipper_length_mm",228
324,"Pygoscelis papa","Biscoe","male","body_mass_g",5500
324,"Pygoscelis papa","Biscoe","male","year",2009
325,"Pygoscelis papua","Biscoe",NA,"bill_length_mm",47.3
325,"Pygoscelis papua","Biscoe",NA,"bill_depth_mm",13.8
325,"Pygoscelis papua","Biscoe",NA,"flipper_length_mm",216
325,"Pygoscelis papua","Biscoe",NA,"body_mass_g",4725
325,"Pygoscelis papua","Biscoe",NA,"year",2009
326,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.8
326,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.1
326,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
326,"Pygoscelis papua","Biscoe","male","body_mass_g",5500
326,"Pygoscelis papua","Biscoe","male","year",2009
327,"Pygoscelis papua","Biscoe","female","bill_length_mm",41.7
327,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.7
327,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
327,"Pygoscelis papua","Biscoe","female","body_mass_g",4700
327,"Pygoscelis papua","Biscoe","female","year",2009
328,"Pygoscelis papua","Biscoe","male","bill_length_mm",53.4
328,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.8
328,"Pygoscelis papua","Biscoe","male","flipper_length_mm",219
328,"Pygoscelis papua","Biscoe","male","body_mass_g",5500
328,"Pygoscelis papua","Biscoe","male","year",2009
329,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.3
329,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14
329,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
329,"Pygoscelis papua","Biscoe","female","body_mass_g",4575
329,"Pygoscelis papua","Biscoe","female","year",2009
330,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.1
330,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.1
330,"Pygoscelis papua","Biscoe","male","flipper_length_mm",209
330,"Pygoscelis papua","Biscoe","male","body_mass_g",5500
330,"Pygoscelis papua","Biscoe","male","year",2009
331,"Pygoscelis papua","Biscoe","female","bill_length_mm",50.5
331,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15.2
331,"Pygoscelis papua","Biscoe","female","flipper_length_mm",216
331,"Pygoscelis papua","Biscoe","female","body_mass_g",5000
331,"Pygoscelis papua","Biscoe","female","year",2009
332,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.8
332,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.9
332,"Pygoscelis papua","Biscoe","male","flipper_length_mm",229
332,"Pygoscelis papua","Biscoe","male","body_mass_g",5950
332,"Pygoscelis papua","Biscoe","male","year",2009
333,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.5
333,"Pygoscelis papua","Biscoe","female","bill_depth_mm",15.2
333,"Pygoscelis papua","Biscoe","female","flipper_length_mm",213
333,"Pygoscelis papua","Biscoe","female","body_mass_g",4650
333,"Pygoscelis papua","Biscoe","female","year",2009
334,"Pygoscelis papua","Biscoe","male","bill_length_mm",51.5
334,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.3
334,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
334,"Pygoscelis papua","Biscoe","male","body_mass_g",5500
334,"Pygoscelis papua","Biscoe","male","year",2009
335,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.2
335,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.1
335,"Pygoscelis papua","Biscoe","female","flipper_length_mm",217
335,"Pygoscelis papua","Biscoe","female","body_mass_g",4375
335,"Pygoscelis papua","Biscoe","female","year",2009
336,"Pygoscelis papua","Biscoe","male","bill_length_mm",55.1
336,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16
336,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
336,"Pygoscelis papua","Biscoe","male","body_mass_g",5850
336,"Pygoscelis papua","Biscoe","male","year",2009
337,"Pygoscelis papua","Biscoe",NA,"bill_length_mm",44.5
337,"Pygoscelis papua","Biscoe",NA,"bill_depth_mm",15.7
337,"Pygoscelis papua","Biscoe",NA,"flipper_length_mm",217
337,"Pygoscelis papua","Biscoe",NA,"body_mass_g",4875
337,"Pygoscelis papua","Biscoe",NA,"year",2009
338,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.8
338,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.2
338,"Pygoscelis papua","Biscoe","male","flipper_length_mm",222
338,"Pygoscelis papua","Biscoe","male","body_mass_g",6000
338,"Pygoscelis papua","Biscoe","male","year",2009
339,"Pygoscelis papua","Biscoe","female","bill_length_mm",47.2
339,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
339,"Pygoscelis papua","Biscoe","female","flipper_length_mm",214
339,"Pygoscelis papua","Biscoe","female","body_mass_g",4925
339,"Pygoscelis papua","Biscoe","female","year",2009
340,"Pygoscelis papua","Biscoe",NA,"bill_length_mm",NA
340,"Pygoscelis papua","Biscoe",NA,"bill_depth_mm",NA
340,"Pygoscelis papua","Biscoe",NA,"flipper_length_mm",NA
340,"Pygoscelis papua","Biscoe",NA,"body_mass_g",NA
340,"Pygoscelis papua","Biscoe",NA,"year",2009
341,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.8
341,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.3
341,"Pygoscelis papua","Biscoe","female","flipper_length_mm",215
341,"Pygoscelis papua","Biscoe","female","body_mass_g",4850
341,"Pygoscelis papua","Biscoe","female","year",2009
342,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.4
342,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.7
342,"Pygoscelis papua","Biscoe","male","flipper_length_mm",222
342,"Pygoscelis papua","Biscoe","male","body_mass_g",5750
342,"Pygoscelis papua","Biscoe","male","year",2009
343,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.2
343,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.8
343,"Pygoscelis papua","Biscoe","female","flipper_length_mm",212
343,"Pygoscelis papua","Biscoe","female","body_mass_g",5200
343,"Pygoscelis papua","Biscoe","female","year",2009
344,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.9
344,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.1
344,"Pygoscelis papua","Biscoe","male","flipper_length_mm",213
344,"Pygoscelis papua","Biscoe","male","body_mass_g",5400
344,"Pygoscelis papua","Biscoe","male","year",2009
